FID,sa4_code21,sa4_name21,sa4,week,resp_n_1920,resp_rate_1920,resp_n_1419,resp_rate_1419,asth_n_1920,asth_rate_1920,asth_n_1419,asth_rate_1419,copd_n_1920,copd_rate_1920,copd_n_1419,copd_rate_1419,bre_n_1920,bre_rate_1920,bre_n_1419,bre_rate_1419,hea_n_1920,hea_rate_1920,hea_n_1419,hea_rate_1419,heaa_n_1920,heaa_rate_1920,heaa_n_1419,heaa_rate_1419,cere_n_1920,cere_rate_1920,cere_n_1419,cere_rate_1419,ches_n_1920,ches_rate_1920,ches_n_1419,ches_rate_1419,men_n_1920,men_rate_1920,men_n_1419,men_rate_1419,burn_n_1920,burn_rate_1920,burn_n_1419,burn_rate_1419,deh_n_1920,deh_rate_1920,deh_n_1419,deh_rate_1419
s4_geo.fid--2c346315_187d5bf56ff_5e27,301,Brisbane - East,301,2019-12-15T00:00:00,94,39.55929184,96,39.89063263,5,NaN,NaN,NaN,NaN,NaN,7,NaN,17,7.15434027,21,8.72607613,46,19.3588028,40,16.62109756,5,NaN,NaN,NaN,6,NaN,NaN,NaN,81,34.0883255,79,32.82666779,37,15.57121086,52,21.60742569,7,NaN,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e28,301,Brisbane - East,301,2019-12-22T00:00:00,118,49.65953827,107,44.46143341,8,NaN,7,NaN,6,NaN,5,NaN,11,4.62927914,12,4.98632908,42,17.67542839,34,14.12793255,9,NaN,NaN,NaN,5,NaN,12,4.98632908,52,21.88386345,81,33.65772247,37,15.57121086,42,17.45215225,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e29,301,Brisbane - East,301,2019-12-29T00:00:00,97,40.82182312,128,53.18751144,7,NaN,10,4.15527439,7,NaN,7,NaN,6,NaN,13,5.40185642,49,20.62133217,32,13.29687786,11,4.62927914,7,NaN,NaN,NaN,NaN,NaN,63,26.51314354,89,36.98194122,47,19.77964592,51,21.19189835,5,NaN,8,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2a,301,Brisbane - East,301,2020-01-05T00:00:00,77,32.404953,99,41.13721466,5,NaN,5,NaN,NaN,NaN,NaN,NaN,12,5.05012274,15,6.23291159,49,20.62133217,45,18.69873428,9,NaN,12,4.98632908,9,NaN,NaN,NaN,87,36.61338806,79,32.82666779,35,14.72952366,42,17.45215225,10,4.20843554,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2b,301,Brisbane - East,301,2020-01-12T00:00:00,67,28.19651794,92,38.22852325,5,NaN,5,NaN,NaN,NaN,NaN,NaN,11,4.62927914,16,6.64843893,36,15.15036678,39,16.20557022,9,NaN,NaN,NaN,9,NaN,5,NaN,67,28.19651794,89,36.98194122,32,13.46699333,68,28.2558651,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2c,301,Brisbane - East,301,2020-01-19T00:00:00,88,37.03422928,95,39.47510529,7,NaN,6,NaN,NaN,NaN,7,NaN,18,7.57518387,17,7.06396627,52,21.88386345,30,12.46582317,12,5.05012274,5,NaN,7,NaN,5,NaN,65,27.35482979,103,42.79932404,33,13.88783741,56,23.26953506,12,5.05012274,14,5.81738377,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2d,301,Brisbane - East,301,2020-01-26T00:00:00,92,38.71760559,93,38.6440506,5,NaN,NaN,NaN,6,NaN,NaN,NaN,12,5.05012274,15,6.23291159,31,13.04615021,52,21.60742569,6,NaN,10,4.15527439,5,NaN,7,NaN,77,32.404953,72,29.91797447,45,18.93795967,51,21.19189835,9,NaN,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2e,301,Brisbane - East,301,2020-02-02T00:00:00,70,29.45904732,75,31.1645565,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,6,NaN,15,6.23291159,48,20.20049095,35,14.54345989,7,NaN,10,4.15527439,NaN,NaN,9,NaN,63,26.51314354,75,31.1645565,39,16.41289711,52,21.60742569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e2f,301,Brisbane - East,301,2020-02-09T00:00:00,104,43.7677269,124,51.52540207,6,NaN,7,NaN,NaN,NaN,5,NaN,9,NaN,14,5.81738377,52,21.88386345,34,14.12793255,10,4.20843554,NaN,NaN,7,NaN,5,NaN,78,32.82579422,80,33.24219513,45,18.93795967,60,24.93164635,7,NaN,6,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e30,301,Brisbane - East,301,2020-02-16T00:00:00,116,48.81784821,121,50.27882004,8,NaN,5,NaN,8,NaN,NaN,NaN,17,7.15434027,15,6.23291159,44,18.51711655,53,22.02295494,8,NaN,NaN,NaN,5,NaN,6,NaN,92,38.71760559,72,29.91797447,29,12.20446301,52,21.60742569,5,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e31,301,Brisbane - East,301,2020-02-23T00:00:00,101,42.50519562,125,51.94092941,11,4.62927914,6,NaN,NaN,NaN,NaN,NaN,16,6.73349667,15,6.23291159,33,13.88783741,27,11.21924114,11,4.62927914,NaN,NaN,6,NaN,5,NaN,86,36.19254303,79,32.82666779,43,18.09627151,47,19.52978897,NaN,NaN,13,5.40185642,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e32,302,Brisbane - North,302,2019-09-01T00:00:00,152,68.41176605,164,72.60331726,10,4.50077391,8,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,86,38.70665741,81,35.85895538,7,NaN,6,NaN,5,NaN,11,4.86973476,19,8.55147076,21,9.29676628,53,23.85410309,70,30.98921967,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e33,302,Brisbane - North,302,2019-09-08T00:00:00,149,67.0615387,156,69.06169128,13,5.85100651,13,5.75514078,NaN,NaN,5,NaN,9,NaN,8,NaN,89,40.05688858,67,29.66111183,7,NaN,6,NaN,NaN,NaN,NaN,NaN,23,10.35178089,25,11.06757927,48,21.6037159,61,27.00489235,NaN,NaN,8,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e34,302,Brisbane - North,302,2019-09-15T00:00:00,134,60.3103714,141,62.42114258,7,NaN,11,4.86973476,NaN,NaN,6,NaN,7,NaN,7,NaN,67,30.15518761,68,30.10381317,NaN,NaN,7,NaN,7,NaN,5,NaN,17,7.65131617,25,11.06757927,55,24.7542572,58,25.67678261,7,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e35,302,Brisbane - North,302,2019-09-22T00:00:00,141,63.46091461,123,54.45248795,14,6.30108356,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,60,27.00464439,76,33.64543915,7,NaN,5,NaN,NaN,NaN,5,NaN,23,10.35178089,18,7.96865654,51,22.95394707,52,23.02056313,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e36,302,Brisbane - North,302,2019-09-29T00:00:00,111,49.95859146,127,56.22329712,NaN,NaN,9,NaN,7,NaN,NaN,NaN,7,NaN,10,4.42703152,83,37.35642624,71,31.43192291,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,20,9.00154877,28,12.39568806,53,23.85410309,55,24.34867287,10,4.50077391,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e37,302,Brisbane - North,302,2019-10-06T00:00:00,124,55.80960083,126,55.78059769,11,4.95085144,8,NaN,7,NaN,NaN,NaN,6,NaN,9,NaN,86,38.70665741,79,34.97354889,NaN,NaN,6,NaN,9,NaN,6,NaN,13,5.85100651,24,10.62487507,54,24.30418015,75,33.2027359,10,4.50077391,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e38,302,Brisbane - North,302,2019-10-13T00:00:00,113,50.85874939,116,51.35356522,14,6.30108356,8,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,82,36.90634918,79,34.97354889,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,30,13.5023222,18,7.96865654,48,21.6037159,44,19.47893715,8,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e39,302,Brisbane - North,302,2019-10-20T00:00:00,136,61.21052933,121,53.56708145,8,NaN,6,NaN,6,NaN,NaN,NaN,7,NaN,5,NaN,88,39.60681152,84,37.18706512,5,NaN,6,NaN,NaN,NaN,NaN,NaN,16,7.20123863,30,13.2810936,48,21.6037159,75,33.2027359,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3a,302,Brisbane - North,302,2019-10-27T00:00:00,112,50.40866852,122,54.0097847,NaN,NaN,9,NaN,NaN,NaN,5,NaN,6,NaN,13,5.75514078,83,37.35642624,83,36.74436188,6,NaN,5,NaN,7,NaN,NaN,NaN,17,7.65131617,16,7.08325052,57,25.65441322,71,31.43192291,6,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3b,302,Brisbane - North,302,2019-11-03T00:00:00,121,54.45936584,121,53.56708145,17,7.65131617,8,NaN,NaN,NaN,NaN,NaN,7,NaN,9,NaN,91,40.95704651,85,37.62976837,7,NaN,7,NaN,6,NaN,5,NaN,33,14.85255527,24,10.62487507,43,19.3533287,74,32.76003265,8,NaN,5,NaN,6,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3c,302,Brisbane - North,302,2019-11-10T00:00:00,97,43.65750885,101,44.71301651,9,NaN,11,4.86973476,NaN,NaN,NaN,NaN,6,NaN,11,4.86973476,77,34.65596008,91,40.28598785,NaN,NaN,7,NaN,5,NaN,6,NaN,22,9.90170288,24,10.62487507,53,23.85410309,67,29.66111183,5,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3d,302,Brisbane - North,302,2019-11-17T00:00:00,100,45.00774002,101,44.71301651,NaN,NaN,6,NaN,NaN,NaN,8,NaN,7,NaN,6,NaN,77,34.65596008,74,32.76003265,5,NaN,NaN,NaN,6,NaN,6,NaN,29,13.05224514,22,9.73946953,76,34.20588303,78,34.53084564,5,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3e,302,Brisbane - North,302,2019-11-24T00:00:00,94,42.30727768,107,47.36923599,12,5.40092897,5,NaN,NaN,NaN,7,NaN,10,4.50077391,9,NaN,86,38.70665741,78,34.53084564,12,5.40092897,7,NaN,6,NaN,5,NaN,25,11.25193501,26,11.51028156,44,19.80340576,56,24.79137611,6,NaN,10,4.42703152,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e3f,302,Brisbane - North,302,2019-12-01T00:00:00,109,49.05843735,116,51.35356522,9,NaN,8,NaN,NaN,NaN,6,NaN,NaN,NaN,5,NaN,78,35.10603714,67,29.66111183,6,NaN,5,NaN,5,NaN,8,NaN,21,9.45162582,33,14.60920429,55,24.7542572,89,39.40058136,6,NaN,5,NaN,NaN,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e40,302,Brisbane - North,302,2019-12-08T00:00:00,81,36.45626831,111,49.14004898,9,NaN,13,5.75514078,NaN,NaN,5,NaN,7,NaN,8,NaN,78,35.10603714,78,34.53084564,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,20,9.00154877,26,11.51028156,54,24.30418015,73,32.31732941,7,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e41,302,Brisbane - North,302,2019-12-15T00:00:00,86,38.70665741,103,45.598423,10,4.50077391,10,4.42703152,NaN,NaN,NaN,NaN,14,6.30108356,9,NaN,72,32.4055748,70,30.98921967,7,NaN,7,NaN,NaN,NaN,7,NaN,20,9.00154877,33,14.60920429,50,22.50387192,71,31.43192291,6,NaN,NaN,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e42,302,Brisbane - North,302,2019-12-22T00:00:00,100,45.00774002,105,46.4838295,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,10,4.50077391,8,NaN,66,29.70510864,49,21.69245338,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,6.30108356,21,9.29676628,45,20.25348473,67,29.66111183,7,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e43,302,Brisbane - North,302,2019-12-29T00:00:00,112,50.40866852,102,45.15571976,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,66,29.70510864,81,35.85895538,5,NaN,NaN,NaN,5,NaN,NaN,NaN,20,9.00154877,24,10.62487507,61,27.45472145,73,32.31732941,9,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e44,302,Brisbane - North,302,2020-01-05T00:00:00,95,42.75735474,93,41.17139435,9,NaN,7,NaN,5,NaN,NaN,NaN,6,NaN,8,NaN,73,32.85565186,93,41.17139435,NaN,NaN,NaN,NaN,5,NaN,6,NaN,26,11.70201302,29,12.8383913,62,27.90480042,69,30.54651642,12,5.40092897,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e45,302,Brisbane - North,302,2020-01-12T00:00:00,76,34.20588303,109,48.25464249,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,9,NaN,7,NaN,71,31.95549583,81,35.85895538,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7.20123863,25,11.06757927,51,22.95394707,72,31.87462616,10,4.50077391,10,4.42703152,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e46,302,Brisbane - North,302,2020-01-19T00:00:00,95,42.75735474,119,52.68167496,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,34.20588303,66,29.21840858,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,13.95240021,38,16.82271957,50,22.50387192,67,29.66111183,10,4.50077391,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e47,302,Brisbane - North,302,2020-01-26T00:00:00,83,37.35642624,101,44.71301651,7,NaN,6,NaN,NaN,NaN,6,NaN,8,NaN,12,5.31243753,59,26.55456734,74,32.76003265,NaN,NaN,6,NaN,5,NaN,6,NaN,18,8.1013937,17,7.52595329,57,25.65441322,55,24.34867287,9,NaN,12,5.31243753,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e48,302,Brisbane - North,302,2020-02-02T00:00:00,115,51.7589035,102,45.15571976,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,13,5.75514078,83,37.35642624,72,31.87462616,6,NaN,NaN,NaN,NaN,NaN,5,NaN,23,10.35178089,33,14.60920429,66,29.70510864,75,33.2027359,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e49,302,Brisbane - North,302,2020-02-09T00:00:00,114,51.30882645,119,52.68167496,8,NaN,10,4.42703152,NaN,NaN,NaN,NaN,9,NaN,5,NaN,72,32.4055748,83,36.74436188,NaN,NaN,NaN,NaN,7,NaN,6,NaN,29,13.05224514,28,12.39568806,51,22.95394707,73,32.31732941,6,NaN,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4a,302,Brisbane - North,302,2020-02-16T00:00:00,116,52.20898056,145,64.19195557,15,6.7511611,6,NaN,NaN,NaN,NaN,NaN,5,NaN,10,4.42703152,74,33.30572891,66,29.21840858,8,NaN,NaN,NaN,NaN,NaN,9,NaN,26,11.70201302,31,13.7237978,49,22.05379295,62,27.4475956,5,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4b,302,Brisbane - North,302,2020-02-23T00:00:00,107,48.15828323,169,74.8168335,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,7,NaN,11,4.86973476,95,42.75735474,85,37.62976837,9,NaN,NaN,NaN,6,NaN,5,NaN,25,11.25193501,35,15.49460983,57,25.65441322,65,28.77570343,8,NaN,10,4.42703152,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4c,303,Brisbane - South,303,2019-09-01T00:00:00,188,50.83127975,199,52.92665863,16,4.32606649,9,NaN,NaN,NaN,8,NaN,14,3.78530812,16,4.25540972,39,10.54478741,38,10.1065979,NaN,NaN,9,NaN,5,NaN,NaN,NaN,73,19.73767853,76,20.2131958,76,20.54881668,77,20.4791584,7,NaN,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4d,303,Brisbane - South,303,2019-09-08T00:00:00,160,43.26066589,165,43.88391113,11,2.97417068,12,3.19155741,NaN,NaN,NaN,NaN,14,3.78530812,9,NaN,47,12.70781994,42,11.17045021,8,NaN,7,NaN,8,NaN,10,2.65963101,107,28.9305687,91,24.20264244,85,22.98222733,74,19.6812706,13,3.51492906,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4e,303,Brisbane - South,303,2019-09-15T00:00:00,177,47.85710907,205,54.52243805,15,4.05568743,18,4.78733587,NaN,NaN,NaN,NaN,13,3.51492906,16,4.25540972,33,8.92251205,36,9.57467175,NaN,NaN,NaN,NaN,5,NaN,8,NaN,82,22.17109108,99,26.33034706,81,21.90071106,77,20.4791584,9,NaN,10,2.65963101,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e4f,303,Brisbane - South,303,2019-09-22T00:00:00,166,44.88293839,175,46.54354477,8,NaN,9,NaN,NaN,NaN,5,NaN,27,7.30023718,13,3.45752048,47,12.70781994,43,11.43641376,6,NaN,6,NaN,NaN,NaN,7,NaN,87,23.52298546,104,27.66016388,77,20.81919479,73,19.41530609,15,4.05568743,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e50,303,Brisbane - South,303,2019-09-29T00:00:00,175,47.31635284,132,35.10712814,18,4.86682463,10,2.65963101,5,NaN,NaN,NaN,13,3.51492906,15,3.98944664,39,10.54478741,43,11.43641376,5,NaN,9,NaN,7,NaN,9,NaN,92,24.87488174,84,22.34090042,74,20.00805664,84,22.34090042,12,3.24454975,7,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e51,303,Brisbane - South,303,2019-10-06T00:00:00,127,34.33815384,127,33.77731323,10,2.70379162,7,NaN,NaN,NaN,5,NaN,16,4.32606649,24,6.38311434,42,11.35592365,32,8.51081944,9,NaN,5,NaN,5,NaN,12,3.19155741,81,21.90071106,75,19.9472332,86,23.25260735,104,27.66016388,11,2.97417068,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e52,303,Brisbane - South,303,2019-10-13T00:00:00,145,39.20497513,117,31.11768341,13,3.51492906,10,2.65963101,6,NaN,NaN,NaN,20,5.40758324,16,4.25540972,38,10.27440834,47,12.50026608,7,NaN,11,2.92559409,5,NaN,8,NaN,89,24.0637455,98,26.06438446,77,20.81919479,87,23.13879013,12,3.24454975,8,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e53,303,Brisbane - South,303,2019-10-20T00:00:00,155,41.9087677,132,35.10712814,15,4.05568743,10,2.65963101,NaN,NaN,5,NaN,14,3.78530812,22,5.85118818,35,9.46327019,55,14.6279707,NaN,NaN,13,3.45752048,5,NaN,6,NaN,74,20.00805664,103,27.39419937,79,21.35995293,82,21.80897522,15,4.05568743,7,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e54,303,Brisbane - South,303,2019-10-27T00:00:00,166,44.88293839,112,29.7878685,23,6.21872044,12,3.19155741,NaN,NaN,NaN,NaN,22,5.94834137,13,3.45752048,42,11.35592365,41,10.90448666,5,NaN,7,NaN,8,NaN,11,2.92559409,86,23.25260735,97,25.79842186,73,19.73767853,87,23.13879013,12,3.24454975,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e55,303,Brisbane - South,303,2019-11-03T00:00:00,153,41.36801147,117,31.11768341,17,4.59644556,11,2.92559409,5,NaN,5,NaN,20,5.40758324,27,7.18100405,28,7.57061625,46,12.23430347,NaN,NaN,NaN,NaN,7,NaN,13,3.45752048,87,23.52298546,93,24.73456955,80,21.63033295,67,17.81952858,16,4.32606649,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e56,303,Brisbane - South,303,2019-11-10T00:00:00,130,35.14928818,146,38.83061218,13,3.51492906,20,5.31926203,NaN,NaN,NaN,NaN,18,4.86682463,27,7.18100405,39,10.54478741,41,10.90448666,11,2.97417068,6,NaN,8,NaN,6,NaN,90,24.33412361,77,20.4791584,74,20.00805664,102,27.12823677,10,2.70379162,11,2.92559409,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e57,303,Brisbane - South,303,2019-11-17T00:00:00,140,37.85308075,130,34.57520294,22,5.94834137,18,4.78733587,NaN,NaN,NaN,NaN,23,6.21872044,14,3.72348356,37,10.00402927,39,10.37256145,9,NaN,6,NaN,8,NaN,11,2.92559409,100,27.03791428,81,21.54301262,84,22.71184921,116,30.85172081,7,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e58,303,Brisbane - South,303,2019-11-24T00:00:00,123,33.25663757,138,36.70290756,13,3.51492906,9,NaN,5,NaN,NaN,NaN,12,3.24454975,14,3.72348356,37,10.00402927,51,13.56411839,6,NaN,NaN,NaN,7,NaN,9,NaN,72,19.46729851,73,19.41530609,76,20.54881668,91,24.20264244,14,3.78530812,14,3.72348356,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e59,303,Brisbane - South,303,2019-12-01T00:00:00,128,34.60853195,130,34.57520294,10,2.70379162,9,NaN,5,NaN,NaN,NaN,15,4.05568743,16,4.25540972,40,10.81516647,30,7.97889328,NaN,NaN,8,NaN,5,NaN,11,2.92559409,96,25.95639992,73,19.41530609,82,22.17109108,94,25.00053215,17,4.59644556,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5a,303,Brisbane - South,303,2019-12-08T00:00:00,129,34.87891006,127,33.77731323,5,NaN,10,2.65963101,NaN,NaN,NaN,NaN,9,NaN,23,6.11715126,21,5.6779623,36,9.57467175,NaN,NaN,9,NaN,12,3.24454975,6,NaN,90,24.33412361,83,22.07493782,108,29.20094872,69,18.35145378,9,NaN,8,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5b,303,Brisbane - South,303,2019-12-15T00:00:00,94,25.41563988,133,35.37309265,7,NaN,12,3.19155741,NaN,NaN,NaN,NaN,13,3.51492906,17,4.5213728,38,10.27440834,41,10.90448666,NaN,NaN,7,NaN,7,NaN,6,NaN,95,25.6860199,96,25.53245735,81,21.90071106,76,20.2131958,14,3.78530812,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5c,303,Brisbane - South,303,2019-12-22T00:00:00,118,31.90473938,146,38.83061218,11,2.97417068,9,NaN,NaN,NaN,NaN,NaN,17,4.59644556,15,3.98944664,40,10.81516647,25,6.64907742,11,2.97417068,5,NaN,NaN,NaN,NaN,NaN,57,15.41161156,92,24.46860695,84,22.71184921,77,20.4791584,8,NaN,13,3.45752048,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5d,303,Brisbane - South,303,2019-12-29T00:00:00,124,33.52701569,120,31.91557312,7,NaN,6,NaN,NaN,NaN,5,NaN,10,2.70379162,14,3.72348356,29,7.84099531,39,10.37256145,NaN,NaN,9,NaN,10,2.70379162,8,NaN,92,24.87488174,85,22.60686493,87,23.52298546,95,25.26649475,15,4.05568743,10,2.65963101,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5e,303,Brisbane - South,303,2020-01-05T00:00:00,97,26.22677803,99,26.33034706,5,NaN,10,2.65963101,NaN,NaN,NaN,NaN,20,5.40758324,10,2.65963101,20,5.40758324,24,6.38311434,NaN,NaN,5,NaN,6,NaN,5,NaN,93,25.14526176,87,23.13879013,54,14.60047436,93,24.73456955,9,NaN,13,3.45752048,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e5f,303,Brisbane - South,303,2020-01-12T00:00:00,100,27.03791428,86,22.87282753,6,NaN,7,NaN,NaN,NaN,NaN,NaN,13,3.51492906,19,5.05329895,43,11.62630367,30,7.97889328,9,NaN,6,NaN,13,3.51492906,14,3.72348356,84,22.71184921,90,23.93667984,78,21.08957481,94,25.00053215,12,3.24454975,NaN,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e60,303,Brisbane - South,303,2020-01-19T00:00:00,105,28.38981056,126,33.51135254,8,NaN,6,NaN,NaN,NaN,5,NaN,15,4.05568743,18,4.78733587,36,9.73364925,47,12.50026608,5,NaN,9,NaN,NaN,NaN,8,NaN,92,24.87488174,99,26.33034706,70,18.92654037,97,25.79842186,10,2.70379162,8,NaN,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e61,303,Brisbane - South,303,2020-01-26T00:00:00,91,24.60450363,175,46.54354477,NaN,NaN,10,2.65963101,NaN,NaN,6,NaN,16,4.32606649,14,3.72348356,31,8.38175392,33,8.77678204,9,NaN,NaN,NaN,6,NaN,5,NaN,73,19.73767853,81,21.54301262,65,17.57464409,94,25.00053215,12,3.24454975,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e62,303,Brisbane - South,303,2020-02-02T00:00:00,106,28.66019058,168,44.68180084,10,2.70379162,8,NaN,NaN,NaN,NaN,NaN,18,4.86682463,21,5.58522511,34,9.19289112,33,8.77678204,5,NaN,NaN,NaN,5,NaN,8,NaN,92,24.87488174,74,19.6812706,75,20.27843666,90,23.93667984,10,2.70379162,11,2.92559409,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e63,303,Brisbane - South,303,2020-02-09T00:00:00,134,36.23080444,143,38.03272247,9,NaN,13,3.45752048,NaN,NaN,5,NaN,16,4.32606649,28,7.44696712,37,10.00402927,43,11.43641376,NaN,NaN,NaN,NaN,5,NaN,5,NaN,91,24.60450363,90,23.93667984,81,21.90071106,97,25.79842186,6,NaN,12,3.19155741,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_5e64,303,Brisbane - South,303,2020-02-16T00:00:00,148,40.01611328,188,50.0010643,14,3.78530812,18,4.78733587,NaN,NaN,NaN,NaN,22,5.94834137,18,4.78733587,54,14.60047436,38,10.1065979,10,2.70379162,NaN,NaN,8,NaN,NaN,NaN,80,21.63033295,73,19.41530609,74,20.00805664,104,27.66016388,7,NaN,9,NaN,NaN,NaN,NaN,NaN
